CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Analysis Neighborhood,Police District,Latitude,Longitude,Point,point_geom,Source,Media URL,BOS_2012,data_as_of,data_loaded_at
101000441173,07/26/2024 11:56:12 AM,07/29/2024 08:05:09 AM,07/29/2024 08:05:09 AM,Closed,"Case Resolved - Please refer to Traffic Signal Shop complaint report 24-2227. Restored three color operation, repaired  wires, re-aimed Southwest corner pedestrian signal, APS maintenance/repair.",MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 7TH ST, MISSION ST, SAN FRANCISCO, CA 94103",7TH ST,6,South of Market,South of Market,SOUTHERN,37.7792117409,-122.4109364239,"(37.7792117409, -122.4109364239)",POINT (-122.410936424 37.779211741),Phone,,,2024/08/08 06:00:00 AM,2024/09/11 05:09:50 PM
101000432993,07/24/2024 06:14:46 PM,07/25/2024 05:46:55 AM,07/25/2024 05:46:55 AM,Closed,Case Resolved - This case was assigned to Traffic Signal Complaint 24-2210FU,MTA - Signal,Damage Property,traffic_signal,,"INTERSECTION HARRISON ST, 4TH ST, SAN FRANCISCO, CA 94107",HARRISON ST,6,South of Market,South of Market,SOUTHERN,37.7807914872,-122.3996161961,"(37.7807914872, -122.3996161961)",POINT (-122.399616196 37.780791487),Phone,,,2024/08/04 06:00:00 AM,2024/09/11 05:09:50 PM
101000863266,10/15/2024 08:21:32 AM,10/16/2024 09:19:45 AM,10/16/2024 09:19:45 AM,Closed,Case Resolved - Please refer to Traffic Signal Shop complaint report 24-3097.  Replaced materials (s).,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 8TH ST, HOWARD ST, SAN FRANCISCO, CA 94103",8TH ST,6,South of Market,South of Market,SOUTHERN,37.7762213133,-122.4116059625,"(37.7762213133, -122.4116059625)",POINT (-122.411605963 37.776221313),Phone,,,2024/10/26 06:00:00 AM,2024/10/27 08:55:50 AM
101001598916,03/12/2025 08:31:54 AM,03/13/2025 08:10:33 AM,03/13/2025 08:10:33 AM,Closed,Case Resolved - Please refer to TSS complaint report #1014.  No problem found.,MTA - Signal,Damage Property,traffic_signal,,"INTERSECTION FOLSOM ST, 6TH ST, SAN FRANCISCO, CA 94103",FOLSOM ST,6,South of Market,South of Market,SOUTHERN,37.778505116,-122.4056152068,"(37.778505116, -122.4056152068)",POINT (-122.405615207 37.778505116),Phone,,,2025/03/23 06:00:00 AM,2025/03/24 08:59:28 AM
101001770757,04/15/2025 11:18:10 AM,04/17/2025 11:05:16 AM,04/17/2025 11:05:16 AM,Closed,Case Resolved - Please refer to TSS complaint report #1546.  No problem found.,MTA - Signal,Damage Property,traffic_signal,,"INTERSECTION HARRISON ST, 5TH ST, SAN FRANCISCO, CA 94107",HARRISON ST,6,South of Market,South of Market,SOUTHERN,37.7790321755,-122.401843247,"(37.7790321755, -122.401843247)",POINT (-122.401843247 37.779032175),Phone,,,2025/04/27 01:00:00 AM,2025/04/28 02:53:01 AM
101001772693,04/15/2025 03:47:25 PM,04/16/2025 09:46:38 AM,04/16/2025 09:46:38 AM,Closed,Case Resolved - This case was assigned to Traffic Signal Complaint TSIG 1560,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, BRYANT ST, SAN FRANCISCO, CA 94107",4TH ST,6,South of Market,South of Market,SOUTHERN,37.7795669862,-122.398060014,"(37.7795669862, -122.398060014)",POINT (-122.398060014 37.779566986),Phone,,,2025/04/26 01:00:00 AM,2025/04/26 02:55:09 AM
101001604910,03/13/2025 11:17:43 AM,03/14/2025 10:17:32 AM,03/14/2025 10:17:32 AM,Closed,"Case Resolved - Please refer to TSS complaint report #1036.  Re-aimed pedestrian signal.  Exposed fitters, wires and vehicle head are to be resolved by contractor.  Intersection is under contractor responsibility.",MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION FOLSOM ST, 6TH ST, SAN FRANCISCO, CA 94103",FOLSOM ST,6,South of Market,South of Market,SOUTHERN,37.778505116,-122.4056152068,"(37.778505116, -122.4056152068)",POINT (-122.405615207 37.778505116),Phone,,,2025/03/24 06:00:00 AM,2025/03/25 08:59:27 AM
101001625600,03/17/2025 06:36:14 PM,03/19/2025 09:29:31 AM,03/19/2025 09:29:31 AM,Closed,"Case Resolved - Please refer to TSS complaint report #1084,  Replaced materials, restored normal service.",MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 7TH ST, HARRISON ST, SAN FRANCISCO, CA 94103",7TH ST,6,South of Market,South of Market,SOUTHERN,37.7755142646,-122.4062960158,"(37.7755142646, -122.4062960158)",POINT (-122.406296016 37.775514265),Phone,,,2025/03/29 01:00:00 AM,2025/03/29 02:51:01 AM
101001446028,02/10/2025 10:05:45 AM,02/11/2025 07:55:26 AM,02/11/2025 07:55:26 AM,Closed,Case Resolved - Please refer to TSS complaint report #687.  PG&E power outage.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, BRYANT ST, SAN FRANCISCO, CA 94107",4TH ST,6,South of Market,South of Market,SOUTHERN,37.7795669862,-122.398060014,"(37.7795669862, -122.398060014)",POINT (-122.398060014 37.779566986),Phone,,,2025/02/21 06:00:00 AM,2025/02/22 08:58:41 AM
101001454971,02/11/2025 05:05:23 PM,02/20/2025 10:44:21 AM,02/20/2025 10:44:21 AM,Closed,Case Resolved - Please refer to TSS complaint report #730.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, BRANNAN ST, SAN FRANCISCO, CA 94107",4TH ST,6,South of Market,South of Market,SOUTHERN,37.7783269286,-122.396530481,"(37.7783269286, -122.396530481)",POINT (-122.396530481 37.778326929),Phone,,,2025/03/02 06:00:00 AM,2025/03/03 09:00:40 AM
101001263337,01/05/2025 11:34:09 AM,01/06/2025 08:05:27 AM,01/06/2025 08:05:27 AM,Closed,Case Resolved - Please refer to TSS complaint report #275.  Restored three color operation.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, BRYANT ST, SAN FRANCISCO, CA 94107",4TH ST,6,South of Market,South of Market,SOUTHERN,37.7795669862,-122.398060014,"(37.7795669862, -122.398060014)",POINT (-122.398060014 37.779566986),Phone,,,2025/01/16 06:00:00 AM,2025/01/17 09:04:43 AM
101001757356,04/12/2025 03:22:54 PM,04/16/2025 12:01:43 PM,04/16/2025 12:01:43 PM,Closed,Case Resolved - This case was assigned to Traffic Signal Complaint TSIG 1573,MTA - Signal,Damage Property,traffic_signal,,"1 10TH ST, SAN FRANCISCO, CA 94103",10TH ST,6,SOUTH OF MARKET,South of Market,TENDERLOIN,37.77659090675351,-122.41736121475697,"(37.77659090675351, -122.41736121475697)",POINT (-122.417361215 37.776590907),Mobile,https://spot-sf-res.cloudinary.com/image/upload/v1744496573/san-francisco/production/kkyzn8bdqzj3nzdai0ek.jpg,,2025/04/26 01:00:00 AM,2025/04/26 02:55:09 AM
101001075359,11/25/2024 03:06:04 PM,11/25/2024 07:29:40 PM,11/25/2024 07:29:40 PM,Closed,Case Transferred - SFMTA street inspection,MTA - Accessible Pedestrian Signal,Damage Property,traffic_signal,,"INTERSECTION MASON ST, TURK ST, SAN FRANCISCO, CA 94102",MASON ST,6,Tenderloin,South of Market,TENDERLOIN,37.7832878822,-122.4089522144,"(37.7832878822, -122.4089522144)",POINT (-122.408952214 37.783287882),Phone,,,2024/12/05 06:00:00 AM,2024/12/06 08:57:07 AM
101001123522,12/06/2024 04:54:48 AM,12/09/2024 09:25:27 AM,12/09/2024 09:25:27 AM,Closed,Case Resolved - Please refer to Traffic Signal Shop complaint report 24-3693 and 24-3693 FU.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 5TH ST, HARRISON ST, SAN FRANCISCO, CA 94107",5TH ST,6,South of Market,South of Market,SOUTHERN,37.7790321755,-122.401843247,"(37.7790321755, -122.401843247)",POINT (-122.401843247 37.779032175),Phone,,,2024/12/19 06:00:00 AM,2024/12/20 09:08:54 AM
101001123523,12/06/2024 04:56:50 AM,12/09/2024 09:40:23 AM,12/09/2024 09:40:23 AM,Closed,Case Resolved - Please refer to Traffic Signal Shop complaint report 24-3692  and 24-3692 FU.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, BRYANT ST, SAN FRANCISCO, CA 94107",4TH ST,6,South of Market,South of Market,SOUTHERN,37.7795669862,-122.398060014,"(37.7795669862, -122.398060014)",POINT (-122.398060014 37.779566986),Phone,,,2024/12/19 06:00:00 AM,2024/12/20 09:08:54 AM
101000900041,10/22/2024 07:22:55 AM,10/25/2024 09:01:16 AM,10/25/2024 09:01:16 AM,Closed,Case Resolved - Please refer to Traffic Signal Shop complaint report 24-3211,MTA - Signal,Damage Property,traffic_signal,,"INTERSECTION 6TH ST, MISSION ST, SAN FRANCISCO, CA 94103",6TH ST,6,South of Market,South of Market,SOUTHERN,37.7809712412,-122.4087085451,"(37.7809712412, -122.4087085451)",POINT (-122.408708545 37.780971241),Phone,,,2024/11/04 06:00:00 AM,2024/11/05 08:59:40 AM
101001446258,02/10/2025 10:29:35 AM,02/11/2025 07:52:04 AM,02/11/2025 07:52:04 AM,Closed,Case Resolved - Please refer to TSS complaint report #700.  PG&E power outage.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, BRANNAN ST, SAN FRANCISCO, CA 94107",4TH ST,6,South of Market,South of Market,SOUTHERN,37.7783269286,-122.396530481,"(37.7783269286, -122.396530481)",POINT (-122.396530481 37.778326929),Phone,,,2025/02/21 06:00:00 AM,2025/02/22 08:58:41 AM
101001115050,12/04/2024 01:15:51 PM,12/04/2024 01:21:17 PM,12/04/2024 01:21:21 PM,Closed,Case is a Duplicate,311 - Supervisor,Damage Property,traffic_signal,,"INTERSECTION MARKET ST, 5TH ST, SAN FRANCISCO, CA 94102",MARKET ST,6,Downtown / Union Square,South of Market,TENDERLOIN,37.7839914164,-122.4080666083,"(37.7839914164, -122.4080666083)",POINT (-122.408066608 37.783991416),Phone,,,2024/12/14 06:00:00 AM,2024/12/15 08:58:03 AM
101001279019,01/08/2025 08:53:51 AM,01/09/2025 07:48:49 AM,01/09/2025 07:48:49 AM,Closed,"Case Resolved - Please refer to TSS complaint report #11.  Resolved wiring matter, restored three color opertaion.",MTA - Signal,Damage Property,traffic_signal,,"INTERSECTION MARKET ST, 4TH ST, SAN FRANCISCO, CA 94102",MARKET ST,6,South of Market,South of Market,TENDERLOIN,37.7857438394,-122.4058310695,"(37.7857438394, -122.4058310695)",POINT (-122.405831069 37.785743839),Phone,,,2025/01/19 06:00:00 AM,2025/01/20 09:01:03 AM
101001294349,01/10/2025 06:42:12 PM,01/10/2025 08:55:31 PM,01/10/2025 08:55:38 PM,Closed,Accepted - reported to public safety spoke with paul,311 - Supervisor,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, MARKET ST, SAN FRANCISCO, CA 94102",4TH ST,6,South of Market,South of Market,TENDERLOIN,37.7857438394,-122.4058310695,"(37.7857438394, -122.4058310695)",POINT (-122.405831069 37.785743839),Phone,,,2025/01/20 06:00:00 AM,2025/01/21 09:01:25 AM
101001298012,01/11/2025 05:32:28 PM,01/14/2025 05:24:19 AM,01/14/2025 05:24:20 AM,Closed,Case Resolved,MTA - Muni Feedback Received,Damage Property,traffic_signal,,"584 4TH ST, SAN FRANCISCO, CA 94107",4TH ST,6,SOUTH OF MARKET,South of Market,SOUTHERN,37.77852120906022,-122.39688758970695,"(37.77852120906022, -122.39688758970695)",POINT (-122.39688759 37.778521209),Mobile,https://spot-sf-res.cloudinary.com/image/upload/v1736645546/san-francisco/production/rq1r0ralt4j0lri5rmvs.jpg,,2025/01/24 06:00:00 AM,2025/01/25 08:56:39 AM
101001837962,04/28/2025 06:33:31 PM,04/30/2025 08:44:47 AM,04/30/2025 08:44:47 AM,Closed,Case Resolved - Please refer to TSS complaint report #1757.  Restored three color operation.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, BRYANT ST, SAN FRANCISCO, CA 94107",4TH ST,6,South of Market,South of Market,SOUTHERN,37.7795669862,-122.398060014,"(37.7795669862, -122.398060014)",POINT (-122.398060014 37.779566986),Phone,,,2025/05/10 01:00:00 AM,2025/05/10 02:52:24 AM
101001837977,04/28/2025 06:36:13 PM,04/30/2025 08:42:42 AM,04/30/2025 08:42:42 AM,Closed,Case Resolved - Please refer to TSS complaint report #1776.  No problem found re: pedestrian signal.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION BRYANT ST, 4TH ST, SAN FRANCISCO, CA 94107",BRYANT ST,6,South of Market,South of Market,SOUTHERN,37.7795669862,-122.398060014,"(37.7795669862, -122.398060014)",POINT (-122.398060014 37.779566986),Phone,,,2025/05/10 01:00:00 AM,2025/05/10 02:52:24 AM
101001832922,04/28/2025 07:04:31 AM,04/28/2025 09:01:08 AM,04/28/2025 09:01:15 AM,Closed,Case is Invalid - Damaged call box is on private property; the Renaissance Entrepreneurship Center will need to be contacted directly to request repair.,311 - Supervisor,Damage Property,traffic_signal,,"275 5TH ST, SAN FRANCISCO, CA 94103",5TH ST,6,SOUTH OF MARKET,South of Market,SOUTHERN,37.78062629595135,-122.4036904207991,"(37.78062629595135, -122.4036904207991)",POINT (-122.403690421 37.780626296),Mobile,https://spot-sf-res.cloudinary.com/image/upload/v1745849068/san-francisco/production/pt5lb7y5o8iijejywp0d.jpg,,2025/05/08 01:00:00 AM,2025/05/08 02:58:38 AM
101001299909,01/12/2025 10:33:40 AM,01/12/2025 02:14:48 PM,01/12/2025 04:49:10 PM,Closed,Case is a Duplicate - Please see Comp. # TSIG25-348 - 311-101001299150,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, MARKET ST, SAN FRANCISCO, CA 94102",4TH ST,6,South of Market,South of Market,TENDERLOIN,37.7857438394,-122.4058310695,"(37.7857438394, -122.4058310695)",POINT (-122.405831069 37.785743839),Phone,,,2025/01/22 06:00:00 AM,2025/01/23 08:59:44 AM
101001489691,02/18/2025 05:54:07 PM,02/19/2025 09:24:09 AM,02/19/2025 09:24:09 AM,Closed,Case Resolved - 25-799,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 5TH ST, FOLSOM ST, SAN FRANCISCO, CA 94103",5TH ST,6,South of Market,South of Market,SOUTHERN,37.780265065,-122.4033872372,"(37.780265065, -122.4033872372)",POINT (-122.403387237 37.780265065),Phone,,,2025/03/01 06:00:00 AM,2025/03/02 09:01:30 AM
101001638686,03/20/2025 08:48:32 AM,03/20/2025 12:24:26 PM,03/20/2025 12:24:26 PM,Closed,Case Resolved - 25-1116,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 5TH ST, FOLSOM ST, SAN FRANCISCO, CA 94103",5TH ST,6,South of Market,South of Market,SOUTHERN,37.780265065,-122.4033872372,"(37.780265065, -122.4033872372)",POINT (-122.403387237 37.780265065),Phone,,,2025/03/30 01:00:00 AM,2025/03/30 02:50:11 AM
101001820935,04/25/2025 09:27:01 AM,04/28/2025 08:59:35 AM,04/28/2025 08:59:35 AM,Closed,Case Resolved - Please refer to TSS complaint report #1733.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 8TH ST, BRANNAN ST, SAN FRANCISCO, CA 94103",8TH ST,6,Showplace Square,South of Market,SOUTHERN,37.7712964638,-122.4054247274,"(37.7712964638, -122.4054247274)",POINT (-122.405424727 37.771296464),Phone,,,2025/05/08 01:00:00 AM,2025/05/08 02:58:38 AM
101001485443,02/18/2025 09:41:45 AM,02/19/2025 07:56:53 AM,02/19/2025 07:56:53 AM,Closed,Case Resolved - 25-801,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION HWY 101 S ON RAMP, 10TH ST, SAN FRANCISCO, CA 94103",HWY 101 S ON RAMP,6,SOUTH OF MARKET,South of Market,SOUTHERN,37.770396177627596,-122.40969680249691,"(37.770396177627596, -122.40969680249691)",POINT (-122.409696802 37.770396178),Mobile,https://spot-sf-res.cloudinary.com/image/upload/v1739900504/san-francisco/production/wgbpn56bmtuhzq9ad9y5.jpg,,2025/03/01 06:00:00 AM,2025/03/02 09:01:30 AM
101001775872,04/16/2025 10:18:57 AM,04/22/2025 12:00:00 AM,04/22/2025 12:27:39 PM,Closed,Case Resolved - Email sent to flag company. Will be addressed the next day. -,PW - Street Use and Mapping,Damage Property,traffic_signal,,"1410 FOLSOM ST, SAN FRANCISCO, CA 94103",FOLSOM ST,6,SOUTH OF MARKET,South of Market,SOUTHERN,37.77277755544604,-122.41305114036093,"(37.77277755544604, -122.41305114036093)",POINT (-122.41305114 37.772777555),Mobile,https://spot-sf-res.cloudinary.com/image/upload/v1744823936/san-francisco/production/qwm6ydzbmyg7pivdjttd.jpg,,2025/05/02 01:00:00 AM,2025/05/02 02:53:52 AM
101001495873,02/19/2025 08:32:02 PM,02/21/2025 08:51:46 AM,02/21/2025 08:51:46 AM,Closed,"Case Resolved - Please refer to TSS complaint report 812.  Reset,",MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 8TH ST, HARRISON ST, SAN FRANCISCO, CA 94103",8TH ST,6,South of Market,South of Market,SOUTHERN,37.7737595993,-122.4085162979,"(37.7737595993, -122.4085162979)",POINT (-122.408516298 37.773759599),Phone,,,2025/03/03 06:00:00 AM,2025/03/04 08:59:50 AM
101001846063,04/30/2025 10:21:59 AM,05/02/2025 10:13:02 AM,05/02/2025 10:13:02 AM,Closed,Case Resolved - Please refer to TSS complaint report #1785.  Repaired and re-aimed pedestrian signal.,MTA - Signal,Damage Property,traffic_signal,,"INTERSECTION PERRY ST, 3RD ST, SAN FRANCISCO, CA 94107",PERRY ST,6,South of Market,South of Market,SOUTHERN,37.782119238,-122.3968415609,"(37.782119238, -122.3968415609)",POINT (-122.396841561 37.782119238),Phone,,,2025/05/12 01:00:00 AM,2025/05/12 02:52:23 AM
101001850524,05/01/2025 01:32:17 AM,,05/01/2025 02:08:11 AM,Open,new,Emergency Management,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, BRYANT ST, SAN FRANCISCO, CA 94107",4TH ST,6,South of Market,South of Market,SOUTHERN,37.7795669862,-122.398060014,"(37.7795669862, -122.398060014)",POINT (-122.398060014 37.779566986),Phone,,,2025/05/11 01:00:00 AM,2025/05/11 02:52:25 AM
101001466199,02/14/2025 02:18:10 AM,02/14/2025 08:48:46 AM,02/14/2025 08:48:46 AM,Closed,Case Resolved - 25-758,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION MISSION ST, 10TH ST, SAN FRANCISCO, CA 94103",MISSION ST,6,South of Market,South of Market,SOUTHERN,37.7752719124,-122.4159080785,"(37.7752719124, -122.4159080785)",POINT (-122.415908078 37.775271912),Phone,,,2025/02/24 06:00:00 AM,2025/02/25 01:44:38 PM
101001468196,02/14/2025 11:31:53 AM,03/04/2025 08:17:06 AM,03/04/2025 08:17:09 AM,Closed,Case Resolved - EAM Case 26168 update,MTA - Sign Shop,Damage Property,traffic_signal,,"INTERSECTION JULIA ST, MISSION ST, SAN FRANCISCO, CA 94103",JULIA ST,6,SOUTH OF MARKET,South of Market,SOUTHERN,37.7781096293495,-122.41244975477457,"(37.7781096293495, -122.41244975477457)",POINT (-122.412449755 37.778109629),Mobile,https://spot-sf-res.cloudinary.com/image/upload/v1739561509/san-francisco/production/lgphkj8szwgvfzvqodk0.jpg,,2025/03/14 06:00:00 AM,2025/03/15 08:58:46 AM
101001815874,04/24/2025 10:28:16 AM,04/25/2025 09:42:32 AM,04/25/2025 09:42:32 AM,Closed,Case Resolved - Please refer to TSS complaint report #1723.  No problem found.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 10TH ST, FOLSOM ST, SAN FRANCISCO, CA 94103",10TH ST,6,South of Market,South of Market,SOUTHERN,37.7728121372,-122.4128242408,"(37.7728121372, -122.4128242408)",POINT (-122.412824241 37.772812137),Phone,,,2025/05/05 01:00:00 AM,2025/05/05 02:53:50 AM
101001734444,04/08/2025 12:12:05 PM,04/08/2025 04:20:12 PM,04/08/2025 04:20:17 PM,Closed,Case is Invalid - Item submitted at 12PM and sent back by DPW after 1500hours.  Issue not DPW. Issue would be reported to PGE at 1-800-743-5000,311 - Supervisor,Damage Property,traffic_signal,,"1296 HOWARD ST, SAN FRANCISCO, CA 94103",HOWARD ST,6,SOUTH OF MARKET,South of Market,SOUTHERN,37.775191818555655,-122.41317163689733,"(37.775191818555655, -122.41317163689733)",POINT (-122.413171637 37.775191819),Mobile,,,2025/04/18 01:00:00 AM,2025/04/18 02:55:11 AM
101001844033,04/29/2025 08:12:34 PM,05/02/2025 10:25:37 AM,05/02/2025 10:25:37 AM,Closed,Case Resolved - Please refer to TSS complaint report #1779.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 7TH ST, BRYANT ST, SAN FRANCISCO, CA 94103",7TH ST,6,South of Market,South of Market,SOUTHERN,37.7742809188,-122.4047486028,"(37.7742809188, -122.4047486028)",POINT (-122.404748603 37.774280919),Phone,,,2025/05/12 01:00:00 AM,2025/05/12 02:52:23 AM
101001837963,04/28/2025 06:33:39 PM,04/30/2025 08:45:00 AM,04/30/2025 08:45:00 AM,Closed,Case Resolved - Please refer to TSS complaint report #1757.  Restored three color operation.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, BRYANT ST, SAN FRANCISCO, CA 94107",4TH ST,6,South of Market,South of Market,SOUTHERN,37.7795669862,-122.398060014,"(37.7795669862, -122.398060014)",POINT (-122.398060014 37.779566986),Test,,,2025/05/10 01:00:00 AM,2025/05/10 02:52:24 AM
101001859032,05/02/2025 12:20:54 PM,05/05/2025 09:15:02 AM,05/05/2025 09:15:02 AM,Closed,Case Resolved - Please refer to TSS complaint report #1812.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 8TH ST, BRANNAN ST, SAN FRANCISCO, CA 94103",8TH ST,6,Showplace Square,South of Market,SOUTHERN,37.7712964638,-122.4054247274,"(37.7712964638, -122.4054247274)",POINT (-122.405424727 37.771296464),Phone,,,2025/05/15 01:00:00 AM,2025/05/15 02:54:22 AM
101001877613,05/06/2025 10:37:17 AM,05/07/2025 09:46:43 AM,05/07/2025 09:46:43 AM,Closed,Case Resolved - Please refer to TSS complaint report #1863.  Intersection in normal operation upon arrival.  Cleaned detection cameras.,MTA - Signal,Damage Property,traffic_signal,,"INTERSECTION 5TH ST, BRANNAN ST, SAN FRANCISCO, CA 94107",5TH ST,6,South of Market,South of Market,SOUTHERN,37.7765682569,-122.3987554696,"(37.7765682569, -122.3987554696)",POINT (-122.39875547 37.776568257),Phone,,,2025/05/17 01:15:00 AM,2025/05/18 02:52:59 AM
101001845996,04/30/2025 10:16:04 AM,05/02/2025 10:18:18 AM,05/02/2025 10:18:18 AM,Closed,Case Resolved - Please refer to TSS complaint report #1800.  Got intersection into three color operation.,MTA - Signal,Damage Property,traffic_signal,,"INTERSECTION 8TH ST, BRANNAN ST, SAN FRANCISCO, CA 94103",8TH ST,6,Showplace Square,South of Market,SOUTHERN,37.7712964638,-122.4054247274,"(37.7712964638, -122.4054247274)",POINT (-122.405424727 37.771296464),Phone,,,2025/05/12 01:00:00 AM,2025/05/12 02:52:23 AM
101001890982,05/08/2025 04:20:15 PM,05/09/2025 08:41:50 AM,05/09/2025 08:41:50 AM,Closed,Case Resolved - This case was assigned to Traffic Signal Complaint TSIG 1906,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION MISSION ST, 9TH ST, SAN FRANCISCO, CA 94103",MISSION ST,6,South of Market,South of Market,SOUTHERN,37.7762305281,-122.4147111681,"(37.7762305281, -122.4147111681)",POINT (-122.414711168 37.776230528),Phone,,,2025/05/19 01:00:00 AM,2025/05/19 02:52:31 AM
101001891469,05/08/2025 05:53:09 PM,05/09/2025 09:55:05 AM,05/09/2025 09:55:05 AM,Closed,Case Resolved - This case was assigned to Traffic Signal Complaint TSIG 1907,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, BRYANT ST, SAN FRANCISCO, CA 94107",4TH ST,6,South of Market,South of Market,SOUTHERN,37.7795669862,-122.398060014,"(37.7795669862, -122.398060014)",POINT (-122.398060014 37.779566986),Phone,,,2025/05/19 01:00:00 AM,2025/05/19 02:52:31 AM
101001900924,05/10/2025 06:13:33 PM,05/13/2025 12:00:00 AM,05/13/2025 01:42:52 PM,Closed,Case Resolved - condition restored.  jd 5.13.25  -,PW - Street Use and Mapping,Damage Property,traffic_signal,,"952 FOLSOM ST, SAN FRANCISCO, CA 94107",FOLSOM ST,6,SOUTH OF MARKET,South of Market,SOUTHERN,37.77943137792514,-122.40464146530047,"(37.77943137792514, -122.40464146530047)",POINT (-122.404641465 37.779431378),Mobile,https://spot-sf-res.cloudinary.com/image/upload/v1746926010/san-francisco/production/cjuird67p7asgk56zxri.jpg,,2025/05/23 01:00:00 AM,2025/05/23 02:55:58 AM
101001921591,05/14/2025 04:36:55 PM,05/27/2025 10:50:55 AM,05/27/2025 10:50:55 AM,Closed,Case Resolved - Please refer to TSS complaint report #1998.  Re-aimed vehicle signals.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION HARRISON ST, 5TH ST, SAN FRANCISCO, CA 94107",HARRISON ST,6,South of Market,South of Market,SOUTHERN,37.7790321755,-122.401843247,"(37.7790321755, -122.401843247)",POINT (-122.401843247 37.779032175),Phone,,,2025/06/06 01:00:00 AM,2025/06/06 02:56:12 AM
101001962854,05/22/2025 11:13:14 AM,05/27/2025 11:23:16 AM,05/27/2025 11:23:16 AM,Closed,Case Resolved - Please refer to TSS complaint report #2076.  Re-lamped.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 7TH ST, BRYANT ST, SAN FRANCISCO, CA 94103",7TH ST,6,South of Market,South of Market,SOUTHERN,37.7742809188,-122.4047486028,"(37.7742809188, -122.4047486028)",POINT (-122.404748603 37.774280919),Phone,,,2025/06/06 01:00:00 AM,2025/06/06 02:56:12 AM
101001929372,05/16/2025 09:25:15 AM,05/19/2025 10:00:36 AM,05/19/2025 10:00:47 AM,Closed,Cancelled - Maximo Service Request has been cancelled. Memo:Please provide pole number(s) and/or pictures      Add'l Notes:     Please provide pole number(s) and/or pictures,PUC - Electric Power,Damage Property,traffic_signal,,"305 MINNA ST, SAN FRANCISCO, CA 94103",MINNA ST,6,SOUTH OF MARKET,South of Market,SOUTHERN,37.78381694892853,-122.40374464541675,"(37.78381694892853, -122.40374464541675)",POINT (-122.403744645 37.783816949),Mobile,https://spot-sf-res.cloudinary.com/image/upload/v1747412714/san-francisco/production/xmbj1sayopjnqil8ge5x.jpg,,2025/05/29 01:00:00 AM,2025/05/29 02:54:36 AM
101001952441,05/20/2025 03:25:41 PM,05/21/2025 12:25:10 PM,05/21/2025 12:25:10 PM,Closed,Case Resolved - This case was assigned to Traffic Signal Complaint TSIG 2051,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION BRYANT ST, 5TH ST, SAN FRANCISCO, CA 94107",BRYANT ST,6,South of Market,South of Market,SOUTHERN,37.7777990131,-122.4002979173,"(37.7777990131, -122.4002979173)",POINT (-122.400297917 37.777799013),Phone,,,2025/05/31 01:00:00 AM,2025/05/31 02:53:22 AM
