CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Analysis Neighborhood,Police District,Latitude,Longitude,Point,point_geom,Source,data_as_of,data_loaded_at,Year,Month,DayOfWeek,Location,lat_round,lon_round
101001242379,2024-12-31 14:57:02,01/02/2025 05:57:21 AM,01/02/2025 05:57:21 AM,Closed,Case Resolved - This case was assigned to Traffic Signal Complaint TSIG 237,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION BRANNAN ST, 9TH ST, SAN FRANCISCO, CA 94103",BRANNAN ST,6,Showplace Square,South of Market,SOUTHERN,37.7700496897,-122.4070015022,"(37.7700496897, -122.4070015022)",POINT (-122.407001502 37.77004969),Phone,2025/01/12 06:00:00 AM,2025/01/13 09:07:44 AM,2024,12,Tuesday,"37.7700496897,-122.4070015022",37.77,-122.407
101000946698,2024-10-30 16:03:25,11/06/2024 09:00:05 AM,11/06/2024 09:00:05 AM,Closed,Case Resolved - Please refer to Traffic Signal Shop complaint report 24-3346.  Re-lamped greens on two vehicle signals.,MTA - Traffic Signal,Damage Property,traffic_signal,,"489 6TH ST, SAN FRANCISCO, CA 94103",6TH ST,6,SOUTH OF MARKET,South of Market,SOUTHERN,37.77617938348698,-122.402662679597,"(37.77617938348698, -122.40266267959701)",POINT (-122.40266268 37.776179383),Mobile,2024/11/16 06:00:00 AM,2024/11/17 08:56:47 AM,2024,10,Wednesday,"37.77617938348698,-122.402662679597",37.776,-122.403
101001053010,2024-11-20 16:24:23,11/26/2024 07:41:48 AM,11/26/2024 07:41:48 AM,Closed,Case Resolved - Please refer to Traffic Signal Shop complaint report 24-3534.  Re-aimed turned pedestrian signal.  No problem found regarding pedestrian signal timing.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION BRYANT ST, 9TH ST, SAN FRANCISCO, CA 94103",BRYANT ST,6,Showplace Square,South of Market,SOUTHERN,37.7712907117,-122.4085310678,"(37.7712907117, -122.4085310678)",POINT (-122.408531068 37.771290712),Phone,2024/12/06 06:00:00 AM,2024/12/07 08:58:34 AM,2024,11,Wednesday,"37.7712907117,-122.4085310678",37.771,-122.409
101000577824,2024-08-22 08:25:35,08/28/2024 02:22:00 PM,08/29/2024 02:05:21 AM,Closed,"Case Resolved - 8.23.24: Inspected location and placed cone over hazard.  jd  - X1104 # 1260690 DTIS,",PW - Street Use and Mapping,Damage Property,traffic_signal,,"400 6TH ST, SAN FRANCISCO, CA 94103",6TH ST,6,SOUTH OF MARKET,South of Market,SOUTHERN,37.777132455239865,-122.40407921552568,"(37.777132455239865, -122.40407921552567)",POINT (-122.404079216 37.777132455),Mobile,2024/09/08 06:00:00 AM,2024/09/11 05:09:50 PM,2024,8,Thursday,"37.777132455239865,-122.40407921552568",37.777,-122.404
101000441173,2024-07-26 11:56:12,07/29/2024 08:05:09 AM,07/29/2024 08:05:09 AM,Closed,"Case Resolved - Please refer to Traffic Signal Shop complaint report 24-2227. Restored three color operation, repaired  wires, re-aimed Southwest corner pedestrian signal, APS maintenance/repair.",MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 7TH ST, MISSION ST, SAN FRANCISCO, CA 94103",7TH ST,6,South of Market,South of Market,SOUTHERN,37.7792117409,-122.4109364239,"(37.7792117409, -122.4109364239)",POINT (-122.410936424 37.779211741),Phone,2024/08/08 06:00:00 AM,2024/09/11 05:09:50 PM,2024,7,Friday,"37.7792117409,-122.4109364239",37.779,-122.411
101000432993,2024-07-24 18:14:46,07/25/2024 05:46:55 AM,07/25/2024 05:46:55 AM,Closed,Case Resolved - This case was assigned to Traffic Signal Complaint 24-2210FU,MTA - Signal,Damage Property,traffic_signal,,"INTERSECTION HARRISON ST, 4TH ST, SAN FRANCISCO, CA 94107",HARRISON ST,6,South of Market,South of Market,SOUTHERN,37.7807914872,-122.3996161961,"(37.7807914872, -122.3996161961)",POINT (-122.399616196 37.780791487),Phone,2024/08/04 06:00:00 AM,2024/09/11 05:09:50 PM,2024,7,Wednesday,"37.7807914872,-122.3996161961",37.781,-122.4
101000863266,2024-10-15 08:21:32,10/16/2024 09:19:45 AM,10/16/2024 09:19:45 AM,Closed,Case Resolved - Please refer to Traffic Signal Shop complaint report 24-3097.  Replaced materials (s).,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 8TH ST, HOWARD ST, SAN FRANCISCO, CA 94103",8TH ST,6,South of Market,South of Market,SOUTHERN,37.7762213133,-122.4116059625,"(37.7762213133, -122.4116059625)",POINT (-122.411605963 37.776221313),Phone,2024/10/26 06:00:00 AM,2024/10/27 08:55:50 AM,2024,10,Tuesday,"37.7762213133,-122.4116059625",37.776,-122.412
101001598916,2025-03-12 08:31:54,03/13/2025 08:10:33 AM,03/13/2025 08:10:33 AM,Closed,Case Resolved - Please refer to TSS complaint report #1014.  No problem found.,MTA - Signal,Damage Property,traffic_signal,,"INTERSECTION FOLSOM ST, 6TH ST, SAN FRANCISCO, CA 94103",FOLSOM ST,6,South of Market,South of Market,SOUTHERN,37.778505116,-122.4056152068,"(37.778505116, -122.4056152068)",POINT (-122.405615207 37.778505116),Phone,2025/03/23 06:00:00 AM,2025/03/24 08:59:28 AM,2025,3,Wednesday,"37.778505116,-122.4056152068",37.779,-122.406
101001770757,2025-04-15 11:18:10,04/17/2025 11:05:16 AM,04/17/2025 11:05:16 AM,Closed,Case Resolved - Please refer to TSS complaint report #1546.  No problem found.,MTA - Signal,Damage Property,traffic_signal,,"INTERSECTION HARRISON ST, 5TH ST, SAN FRANCISCO, CA 94107",HARRISON ST,6,South of Market,South of Market,SOUTHERN,37.7790321755,-122.401843247,"(37.7790321755, -122.401843247)",POINT (-122.401843247 37.779032175),Phone,2025/04/27 01:00:00 AM,2025/04/28 02:53:01 AM,2025,4,Tuesday,"37.7790321755,-122.401843247",37.779,-122.402
101001772693,2025-04-15 15:47:25,04/16/2025 09:46:38 AM,04/16/2025 09:46:38 AM,Closed,Case Resolved - This case was assigned to Traffic Signal Complaint TSIG 1560,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, BRYANT ST, SAN FRANCISCO, CA 94107",4TH ST,6,South of Market,South of Market,SOUTHERN,37.7795669862,-122.398060014,"(37.7795669862, -122.398060014)",POINT (-122.398060014 37.779566986),Phone,2025/04/26 01:00:00 AM,2025/04/26 02:55:09 AM,2025,4,Tuesday,"37.7795669862,-122.398060014",37.78,-122.398
101001604910,2025-03-13 11:17:43,03/14/2025 10:17:32 AM,03/14/2025 10:17:32 AM,Closed,"Case Resolved - Please refer to TSS complaint report #1036.  Re-aimed pedestrian signal.  Exposed fitters, wires and vehicle head are to be resolved by contractor.  Intersection is under contractor responsibility.",MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION FOLSOM ST, 6TH ST, SAN FRANCISCO, CA 94103",FOLSOM ST,6,South of Market,South of Market,SOUTHERN,37.778505116,-122.4056152068,"(37.778505116, -122.4056152068)",POINT (-122.405615207 37.778505116),Phone,2025/03/24 06:00:00 AM,2025/03/25 08:59:27 AM,2025,3,Thursday,"37.778505116,-122.4056152068",37.779,-122.406
101001625600,2025-03-17 18:36:14,03/19/2025 09:29:31 AM,03/19/2025 09:29:31 AM,Closed,"Case Resolved - Please refer to TSS complaint report #1084,  Replaced materials, restored normal service.",MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 7TH ST, HARRISON ST, SAN FRANCISCO, CA 94103",7TH ST,6,South of Market,South of Market,SOUTHERN,37.7755142646,-122.4062960158,"(37.7755142646, -122.4062960158)",POINT (-122.406296016 37.775514265),Phone,2025/03/29 01:00:00 AM,2025/03/29 02:51:01 AM,2025,3,Monday,"37.7755142646,-122.4062960158",37.776,-122.406
101001446028,2025-02-10 10:05:45,02/11/2025 07:55:26 AM,02/11/2025 07:55:26 AM,Closed,Case Resolved - Please refer to TSS complaint report #687.  PG&E power outage.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, BRYANT ST, SAN FRANCISCO, CA 94107",4TH ST,6,South of Market,South of Market,SOUTHERN,37.7795669862,-122.398060014,"(37.7795669862, -122.398060014)",POINT (-122.398060014 37.779566986),Phone,2025/02/21 06:00:00 AM,2025/02/22 08:58:41 AM,2025,2,Monday,"37.7795669862,-122.398060014",37.78,-122.398
101001454971,2025-02-11 17:05:23,02/20/2025 10:44:21 AM,02/20/2025 10:44:21 AM,Closed,Case Resolved - Please refer to TSS complaint report #730.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, BRANNAN ST, SAN FRANCISCO, CA 94107",4TH ST,6,South of Market,South of Market,SOUTHERN,37.7783269286,-122.396530481,"(37.7783269286, -122.396530481)",POINT (-122.396530481 37.778326929),Phone,2025/03/02 06:00:00 AM,2025/03/03 09:00:40 AM,2025,2,Tuesday,"37.7783269286,-122.396530481",37.778,-122.397
101001263337,2025-01-05 11:34:09,01/06/2025 08:05:27 AM,01/06/2025 08:05:27 AM,Closed,Case Resolved - Please refer to TSS complaint report #275.  Restored three color operation.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, BRYANT ST, SAN FRANCISCO, CA 94107",4TH ST,6,South of Market,South of Market,SOUTHERN,37.7795669862,-122.398060014,"(37.7795669862, -122.398060014)",POINT (-122.398060014 37.779566986),Phone,2025/01/16 06:00:00 AM,2025/01/17 09:04:43 AM,2025,1,Sunday,"37.7795669862,-122.398060014",37.78,-122.398
101001757356,2025-04-12 15:22:54,04/16/2025 12:01:43 PM,04/16/2025 12:01:43 PM,Closed,Case Resolved - This case was assigned to Traffic Signal Complaint TSIG 1573,MTA - Signal,Damage Property,traffic_signal,,"1 10TH ST, SAN FRANCISCO, CA 94103",10TH ST,6,SOUTH OF MARKET,South of Market,TENDERLOIN,37.77659090675351,-122.41736121475697,"(37.77659090675351, -122.41736121475697)",POINT (-122.417361215 37.776590907),Mobile,2025/04/26 01:00:00 AM,2025/04/26 02:55:09 AM,2025,4,Saturday,"37.77659090675351,-122.41736121475697",37.777,-122.417
101001075359,2024-11-25 15:06:04,11/25/2024 07:29:40 PM,11/25/2024 07:29:40 PM,Closed,Case Transferred - SFMTA street inspection,MTA - Accessible Pedestrian Signal,Damage Property,traffic_signal,,"INTERSECTION MASON ST, TURK ST, SAN FRANCISCO, CA 94102",MASON ST,6,Tenderloin,South of Market,TENDERLOIN,37.7832878822,-122.4089522144,"(37.7832878822, -122.4089522144)",POINT (-122.408952214 37.783287882),Phone,2024/12/05 06:00:00 AM,2024/12/06 08:57:07 AM,2024,11,Monday,"37.7832878822,-122.4089522144",37.783,-122.409
101001123522,2024-12-06 04:54:48,12/09/2024 09:25:27 AM,12/09/2024 09:25:27 AM,Closed,Case Resolved - Please refer to Traffic Signal Shop complaint report 24-3693 and 24-3693 FU.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 5TH ST, HARRISON ST, SAN FRANCISCO, CA 94107",5TH ST,6,South of Market,South of Market,SOUTHERN,37.7790321755,-122.401843247,"(37.7790321755, -122.401843247)",POINT (-122.401843247 37.779032175),Phone,2024/12/19 06:00:00 AM,2024/12/20 09:08:54 AM,2024,12,Friday,"37.7790321755,-122.401843247",37.779,-122.402
101001123523,2024-12-06 04:56:50,12/09/2024 09:40:23 AM,12/09/2024 09:40:23 AM,Closed,Case Resolved - Please refer to Traffic Signal Shop complaint report 24-3692  and 24-3692 FU.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, BRYANT ST, SAN FRANCISCO, CA 94107",4TH ST,6,South of Market,South of Market,SOUTHERN,37.7795669862,-122.398060014,"(37.7795669862, -122.398060014)",POINT (-122.398060014 37.779566986),Phone,2024/12/19 06:00:00 AM,2024/12/20 09:08:54 AM,2024,12,Friday,"37.7795669862,-122.398060014",37.78,-122.398
101000900041,2024-10-22 07:22:55,10/25/2024 09:01:16 AM,10/25/2024 09:01:16 AM,Closed,Case Resolved - Please refer to Traffic Signal Shop complaint report 24-3211,MTA - Signal,Damage Property,traffic_signal,,"INTERSECTION 6TH ST, MISSION ST, SAN FRANCISCO, CA 94103",6TH ST,6,South of Market,South of Market,SOUTHERN,37.7809712412,-122.4087085451,"(37.7809712412, -122.4087085451)",POINT (-122.408708545 37.780971241),Phone,2024/11/04 06:00:00 AM,2024/11/05 08:59:40 AM,2024,10,Tuesday,"37.7809712412,-122.4087085451",37.781,-122.409
101001446258,2025-02-10 10:29:35,02/11/2025 07:52:04 AM,02/11/2025 07:52:04 AM,Closed,Case Resolved - Please refer to TSS complaint report #700.  PG&E power outage.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, BRANNAN ST, SAN FRANCISCO, CA 94107",4TH ST,6,South of Market,South of Market,SOUTHERN,37.7783269286,-122.396530481,"(37.7783269286, -122.396530481)",POINT (-122.396530481 37.778326929),Phone,2025/02/21 06:00:00 AM,2025/02/22 08:58:41 AM,2025,2,Monday,"37.7783269286,-122.396530481",37.778,-122.397
101001115050,2024-12-04 13:15:51,12/04/2024 01:21:17 PM,12/04/2024 01:21:21 PM,Closed,Case is a Duplicate,311 - Supervisor,Damage Property,traffic_signal,,"INTERSECTION MARKET ST, 5TH ST, SAN FRANCISCO, CA 94102",MARKET ST,6,Downtown / Union Square,South of Market,TENDERLOIN,37.7839914164,-122.4080666083,"(37.7839914164, -122.4080666083)",POINT (-122.408066608 37.783991416),Phone,2024/12/14 06:00:00 AM,2024/12/15 08:58:03 AM,2024,12,Wednesday,"37.7839914164,-122.4080666083",37.784,-122.408
101001279019,2025-01-08 08:53:51,01/09/2025 07:48:49 AM,01/09/2025 07:48:49 AM,Closed,"Case Resolved - Please refer to TSS complaint report #11.  Resolved wiring matter, restored three color opertaion.",MTA - Signal,Damage Property,traffic_signal,,"INTERSECTION MARKET ST, 4TH ST, SAN FRANCISCO, CA 94102",MARKET ST,6,South of Market,South of Market,TENDERLOIN,37.7857438394,-122.4058310695,"(37.7857438394, -122.4058310695)",POINT (-122.405831069 37.785743839),Phone,2025/01/19 06:00:00 AM,2025/01/20 09:01:03 AM,2025,1,Wednesday,"37.7857438394,-122.4058310695",37.786,-122.406
101001294349,2025-01-10 18:42:12,01/10/2025 08:55:31 PM,01/10/2025 08:55:38 PM,Closed,Accepted - reported to public safety spoke with paul,311 - Supervisor,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, MARKET ST, SAN FRANCISCO, CA 94102",4TH ST,6,South of Market,South of Market,TENDERLOIN,37.7857438394,-122.4058310695,"(37.7857438394, -122.4058310695)",POINT (-122.405831069 37.785743839),Phone,2025/01/20 06:00:00 AM,2025/01/21 09:01:25 AM,2025,1,Friday,"37.7857438394,-122.4058310695",37.786,-122.406
101001298012,2025-01-11 17:32:28,01/14/2025 05:24:19 AM,01/14/2025 05:24:20 AM,Closed,Case Resolved,MTA - Muni Feedback Received,Damage Property,traffic_signal,,"584 4TH ST, SAN FRANCISCO, CA 94107",4TH ST,6,SOUTH OF MARKET,South of Market,SOUTHERN,37.77852120906022,-122.39688758970696,"(37.77852120906022, -122.39688758970695)",POINT (-122.39688759 37.778521209),Mobile,2025/01/24 06:00:00 AM,2025/01/25 08:56:39 AM,2025,1,Saturday,"37.77852120906022,-122.39688758970696",37.779,-122.397
101001837962,2025-04-28 18:33:31,04/30/2025 08:44:47 AM,04/30/2025 08:44:47 AM,Closed,Case Resolved - Please refer to TSS complaint report #1757.  Restored three color operation.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, BRYANT ST, SAN FRANCISCO, CA 94107",4TH ST,6,South of Market,South of Market,SOUTHERN,37.7795669862,-122.398060014,"(37.7795669862, -122.398060014)",POINT (-122.398060014 37.779566986),Phone,2025/05/10 01:00:00 AM,2025/05/10 02:52:24 AM,2025,4,Monday,"37.7795669862,-122.398060014",37.78,-122.398
101001837977,2025-04-28 18:36:13,04/30/2025 08:42:42 AM,04/30/2025 08:42:42 AM,Closed,Case Resolved - Please refer to TSS complaint report #1776.  No problem found re: pedestrian signal.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION BRYANT ST, 4TH ST, SAN FRANCISCO, CA 94107",BRYANT ST,6,South of Market,South of Market,SOUTHERN,37.7795669862,-122.398060014,"(37.7795669862, -122.398060014)",POINT (-122.398060014 37.779566986),Phone,2025/05/10 01:00:00 AM,2025/05/10 02:52:24 AM,2025,4,Monday,"37.7795669862,-122.398060014",37.78,-122.398
101001832922,2025-04-28 07:04:31,04/28/2025 09:01:08 AM,04/28/2025 09:01:15 AM,Closed,Case is Invalid - Damaged call box is on private property; the Renaissance Entrepreneurship Center will need to be contacted directly to request repair.,311 - Supervisor,Damage Property,traffic_signal,,"275 5TH ST, SAN FRANCISCO, CA 94103",5TH ST,6,SOUTH OF MARKET,South of Market,SOUTHERN,37.78062629595135,-122.4036904207991,"(37.78062629595135, -122.4036904207991)",POINT (-122.403690421 37.780626296),Mobile,2025/05/08 01:00:00 AM,2025/05/08 02:58:38 AM,2025,4,Monday,"37.78062629595135,-122.4036904207991",37.781,-122.404
101001299909,2025-01-12 10:33:40,01/12/2025 02:14:48 PM,01/12/2025 04:49:10 PM,Closed,Case is a Duplicate - Please see Comp. # TSIG25-348 - 311-101001299150,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, MARKET ST, SAN FRANCISCO, CA 94102",4TH ST,6,South of Market,South of Market,TENDERLOIN,37.7857438394,-122.4058310695,"(37.7857438394, -122.4058310695)",POINT (-122.405831069 37.785743839),Phone,2025/01/22 06:00:00 AM,2025/01/23 08:59:44 AM,2025,1,Sunday,"37.7857438394,-122.4058310695",37.786,-122.406
101001489691,2025-02-18 17:54:07,02/19/2025 09:24:09 AM,02/19/2025 09:24:09 AM,Closed,Case Resolved - 25-799,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 5TH ST, FOLSOM ST, SAN FRANCISCO, CA 94103",5TH ST,6,South of Market,South of Market,SOUTHERN,37.780265065,-122.4033872372,"(37.780265065, -122.4033872372)",POINT (-122.403387237 37.780265065),Phone,2025/03/01 06:00:00 AM,2025/03/02 09:01:30 AM,2025,2,Tuesday,"37.780265065,-122.4033872372",37.78,-122.403
101001638686,2025-03-20 08:48:32,03/20/2025 12:24:26 PM,03/20/2025 12:24:26 PM,Closed,Case Resolved - 25-1116,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 5TH ST, FOLSOM ST, SAN FRANCISCO, CA 94103",5TH ST,6,South of Market,South of Market,SOUTHERN,37.780265065,-122.4033872372,"(37.780265065, -122.4033872372)",POINT (-122.403387237 37.780265065),Phone,2025/03/30 01:00:00 AM,2025/03/30 02:50:11 AM,2025,3,Thursday,"37.780265065,-122.4033872372",37.78,-122.403
101001820935,2025-04-25 09:27:01,04/28/2025 08:59:35 AM,04/28/2025 08:59:35 AM,Closed,Case Resolved - Please refer to TSS complaint report #1733.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 8TH ST, BRANNAN ST, SAN FRANCISCO, CA 94103",8TH ST,6,Showplace Square,South of Market,SOUTHERN,37.7712964638,-122.4054247274,"(37.7712964638, -122.4054247274)",POINT (-122.405424727 37.771296464),Phone,2025/05/08 01:00:00 AM,2025/05/08 02:58:38 AM,2025,4,Friday,"37.7712964638,-122.4054247274",37.771,-122.405
101001485443,2025-02-18 09:41:45,02/19/2025 07:56:53 AM,02/19/2025 07:56:53 AM,Closed,Case Resolved - 25-801,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION HWY 101 S ON RAMP, 10TH ST, SAN FRANCISCO, CA 94103",HWY 101 S ON RAMP,6,SOUTH OF MARKET,South of Market,SOUTHERN,37.7703961776276,-122.40969680249692,"(37.770396177627596, -122.40969680249691)",POINT (-122.409696802 37.770396178),Mobile,2025/03/01 06:00:00 AM,2025/03/02 09:01:30 AM,2025,2,Tuesday,"37.7703961776276,-122.40969680249692",37.77,-122.41
101001775872,2025-04-16 10:18:57,04/22/2025 12:00:00 AM,04/22/2025 12:27:39 PM,Closed,Case Resolved - Email sent to flag company. Will be addressed the next day. -,PW - Street Use and Mapping,Damage Property,traffic_signal,,"1410 FOLSOM ST, SAN FRANCISCO, CA 94103",FOLSOM ST,6,SOUTH OF MARKET,South of Market,SOUTHERN,37.77277755544604,-122.41305114036092,"(37.77277755544604, -122.41305114036093)",POINT (-122.41305114 37.772777555),Mobile,2025/05/02 01:00:00 AM,2025/05/02 02:53:52 AM,2025,4,Wednesday,"37.77277755544604,-122.41305114036092",37.773,-122.413
101001495873,2025-02-19 20:32:02,02/21/2025 08:51:46 AM,02/21/2025 08:51:46 AM,Closed,"Case Resolved - Please refer to TSS complaint report 812.  Reset,",MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 8TH ST, HARRISON ST, SAN FRANCISCO, CA 94103",8TH ST,6,South of Market,South of Market,SOUTHERN,37.7737595993,-122.4085162979,"(37.7737595993, -122.4085162979)",POINT (-122.408516298 37.773759599),Phone,2025/03/03 06:00:00 AM,2025/03/04 08:59:50 AM,2025,2,Wednesday,"37.7737595993,-122.4085162979",37.774,-122.409
101001846063,2025-04-30 10:21:59,05/02/2025 10:13:02 AM,05/02/2025 10:13:02 AM,Closed,Case Resolved - Please refer to TSS complaint report #1785.  Repaired and re-aimed pedestrian signal.,MTA - Signal,Damage Property,traffic_signal,,"INTERSECTION PERRY ST, 3RD ST, SAN FRANCISCO, CA 94107",PERRY ST,6,South of Market,South of Market,SOUTHERN,37.782119238,-122.3968415609,"(37.782119238, -122.3968415609)",POINT (-122.396841561 37.782119238),Phone,2025/05/12 01:00:00 AM,2025/05/12 02:52:23 AM,2025,4,Wednesday,"37.782119238,-122.3968415609",37.782,-122.397
101001850524,2025-05-01 01:32:17,,05/01/2025 02:08:11 AM,Open,new,Emergency Management,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, BRYANT ST, SAN FRANCISCO, CA 94107",4TH ST,6,South of Market,South of Market,SOUTHERN,37.7795669862,-122.398060014,"(37.7795669862, -122.398060014)",POINT (-122.398060014 37.779566986),Phone,2025/05/11 01:00:00 AM,2025/05/11 02:52:25 AM,2025,5,Thursday,"37.7795669862,-122.398060014",37.78,-122.398
101001466199,2025-02-14 02:18:10,02/14/2025 08:48:46 AM,02/14/2025 08:48:46 AM,Closed,Case Resolved - 25-758,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION MISSION ST, 10TH ST, SAN FRANCISCO, CA 94103",MISSION ST,6,South of Market,South of Market,SOUTHERN,37.7752719124,-122.4159080785,"(37.7752719124, -122.4159080785)",POINT (-122.415908078 37.775271912),Phone,2025/02/24 06:00:00 AM,2025/02/25 01:44:38 PM,2025,2,Friday,"37.7752719124,-122.4159080785",37.775,-122.416
101001468196,2025-02-14 11:31:53,03/04/2025 08:17:06 AM,03/04/2025 08:17:09 AM,Closed,Case Resolved - EAM Case 26168 update,MTA - Sign Shop,Damage Property,traffic_signal,,"INTERSECTION JULIA ST, MISSION ST, SAN FRANCISCO, CA 94103",JULIA ST,6,SOUTH OF MARKET,South of Market,SOUTHERN,37.7781096293495,-122.41244975477456,"(37.7781096293495, -122.41244975477457)",POINT (-122.412449755 37.778109629),Mobile,2025/03/14 06:00:00 AM,2025/03/15 08:58:46 AM,2025,2,Friday,"37.7781096293495,-122.41244975477456",37.778,-122.412
101001815874,2025-04-24 10:28:16,04/25/2025 09:42:32 AM,04/25/2025 09:42:32 AM,Closed,Case Resolved - Please refer to TSS complaint report #1723.  No problem found.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 10TH ST, FOLSOM ST, SAN FRANCISCO, CA 94103",10TH ST,6,South of Market,South of Market,SOUTHERN,37.7728121372,-122.4128242408,"(37.7728121372, -122.4128242408)",POINT (-122.412824241 37.772812137),Phone,2025/05/05 01:00:00 AM,2025/05/05 02:53:50 AM,2025,4,Thursday,"37.7728121372,-122.4128242408",37.773,-122.413
101001734444,2025-04-08 12:12:05,04/08/2025 04:20:12 PM,04/08/2025 04:20:17 PM,Closed,Case is Invalid - Item submitted at 12PM and sent back by DPW after 1500hours.  Issue not DPW. Issue would be reported to PGE at 1-800-743-5000,311 - Supervisor,Damage Property,traffic_signal,,"1296 HOWARD ST, SAN FRANCISCO, CA 94103",HOWARD ST,6,SOUTH OF MARKET,South of Market,SOUTHERN,37.775191818555655,-122.41317163689732,"(37.775191818555655, -122.41317163689733)",POINT (-122.413171637 37.775191819),Mobile,2025/04/18 01:00:00 AM,2025/04/18 02:55:11 AM,2025,4,Tuesday,"37.775191818555655,-122.41317163689732",37.775,-122.413
101001844033,2025-04-29 20:12:34,05/02/2025 10:25:37 AM,05/02/2025 10:25:37 AM,Closed,Case Resolved - Please refer to TSS complaint report #1779.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 7TH ST, BRYANT ST, SAN FRANCISCO, CA 94103",7TH ST,6,South of Market,South of Market,SOUTHERN,37.7742809188,-122.4047486028,"(37.7742809188, -122.4047486028)",POINT (-122.404748603 37.774280919),Phone,2025/05/12 01:00:00 AM,2025/05/12 02:52:23 AM,2025,4,Tuesday,"37.7742809188,-122.4047486028",37.774,-122.405
101001837963,2025-04-28 18:33:39,04/30/2025 08:45:00 AM,04/30/2025 08:45:00 AM,Closed,Case Resolved - Please refer to TSS complaint report #1757.  Restored three color operation.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, BRYANT ST, SAN FRANCISCO, CA 94107",4TH ST,6,South of Market,South of Market,SOUTHERN,37.7795669862,-122.398060014,"(37.7795669862, -122.398060014)",POINT (-122.398060014 37.779566986),Test,2025/05/10 01:00:00 AM,2025/05/10 02:52:24 AM,2025,4,Monday,"37.7795669862,-122.398060014",37.78,-122.398
101001859032,2025-05-02 12:20:54,05/05/2025 09:15:02 AM,05/05/2025 09:15:02 AM,Closed,Case Resolved - Please refer to TSS complaint report #1812.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 8TH ST, BRANNAN ST, SAN FRANCISCO, CA 94103",8TH ST,6,Showplace Square,South of Market,SOUTHERN,37.7712964638,-122.4054247274,"(37.7712964638, -122.4054247274)",POINT (-122.405424727 37.771296464),Phone,2025/05/15 01:00:00 AM,2025/05/15 02:54:22 AM,2025,5,Friday,"37.7712964638,-122.4054247274",37.771,-122.405
101001877613,2025-05-06 10:37:17,05/07/2025 09:46:43 AM,05/07/2025 09:46:43 AM,Closed,Case Resolved - Please refer to TSS complaint report #1863.  Intersection in normal operation upon arrival.  Cleaned detection cameras.,MTA - Signal,Damage Property,traffic_signal,,"INTERSECTION 5TH ST, BRANNAN ST, SAN FRANCISCO, CA 94107",5TH ST,6,South of Market,South of Market,SOUTHERN,37.7765682569,-122.3987554696,"(37.7765682569, -122.3987554696)",POINT (-122.39875547 37.776568257),Phone,2025/05/17 01:15:00 AM,2025/05/18 02:52:59 AM,2025,5,Tuesday,"37.7765682569,-122.3987554696",37.777,-122.399
101001845996,2025-04-30 10:16:04,05/02/2025 10:18:18 AM,05/02/2025 10:18:18 AM,Closed,Case Resolved - Please refer to TSS complaint report #1800.  Got intersection into three color operation.,MTA - Signal,Damage Property,traffic_signal,,"INTERSECTION 8TH ST, BRANNAN ST, SAN FRANCISCO, CA 94103",8TH ST,6,Showplace Square,South of Market,SOUTHERN,37.7712964638,-122.4054247274,"(37.7712964638, -122.4054247274)",POINT (-122.405424727 37.771296464),Phone,2025/05/12 01:00:00 AM,2025/05/12 02:52:23 AM,2025,4,Wednesday,"37.7712964638,-122.4054247274",37.771,-122.405
